category,type,product_group,brand,product_name,size_mm,size_inch,product_code,length,unit,mrp,selling_price,purchase_price,discount,image_url,is_active
Fittings,CPVC,4 X 3,Astral,4 X 3,,,M512800248,,pcs,1849,1849,,,,true
Fittings,CPVC,4 X 3,Astral,4 X 3,,,M512800249,,pcs,1953,1953,,,,true
Fittings,CPVC,4 X 3,Astral,4 X 3,,,M512800256,,pcs,5450,5450,,,,true
Fittings,CPVC,4 X 3,Astral,4 X 3,,,M512800257,,pcs,5541,5541,,,,true
Fittings,CPVC,4 X 3,Astral,4 X 3,,,M512800258,,pcs,5620,5620,,,,true
Fittings,CPVC,4 X 3,Astral,4 X 3,,,M512800267,,pcs,7937,7937,,,,true
Fittings,CPVC,4 X 3,Astral,4 X 3,,,M512800268,,pcs,8183,8183,,,,true
Fittings,CPVC,(IPS X IPS),Astral,(IPS X IPS),,,M512804107,,pcs,541,541,,,,true
Fittings,CPVC,(IPS X IPS),Astral,(IPS X IPS),,,M512804108,,pcs,805,805,,,,true
Fittings,CPVC,(IPS X IPS),Astral,(IPS X IPS),,,M512804109,,pcs,1389,1389,,,,true
Fittings,CPVC,(IPS X IPS),Astral,(IPS X IPS),,,M512804110,,pcs,3510,3510,,,,true
Fittings,CPVC,SOC,Astral,SOC,,,M512801941,,pcs,755,755,,,,true
Fittings,CPVC,SOC,Astral,SOC,,,M512801948,,pcs,1495,1495,,,,true
Fittings,CPVC,SOC,Astral,SOC,,,M512801949,,pcs,1334,1334,,,,true
Fittings,CPVC,SOC,Astral,SOC,,,M512801957,,pcs,1866,1866,,,,true
Fittings,CPVC,SOC,Astral,SOC,,,M512801958,,pcs,2753,2753,,,,true
Fittings,CPVC,SOC,Astral,SOC,,,M512801967,,pcs,4044,4044,,,,true
Fittings,CPVC,SOC,Astral,SOC,,,M512801968,,pcs,4939,4939,,,,true
Fittings,CPVC,SOC,Astral,SOC,,,M5128019115,,pcs,10077,10077,,,,true
Fittings,CPVC,(IPS X IPS),Astral,(IPS X IPS),,,M512801007,,pcs,879,879,,,,true
Fittings,CPVC,(IPS X IPS),Astral,(IPS X IPS),,,M512801008,,pcs,1252,1252,,,,true
Fittings,CPVC,(IPS X IPS),Astral,(IPS X IPS),,,M512801009,,pcs,1916,1916,,,,true
Fittings,CPVC,(IPS X IPS),Astral,(IPS X IPS),,,M512801010,,pcs,3722,3722,,,,true
Fittings,CPVC,(IPS X IPS),Astral,(IPS X IPS),,,M512801011,,pcs,8223,8223,,,,true
Fittings,CPVC,(IPS X IPS),Astral,(IPS X IPS),,,M512801012,,pcs,13755,13755,,,,true
Fittings,CPVC,(IPS X IPS),Astral,(IPS X IPS),,,M512801013,,pcs,19016,19016,,,,true
Fittings,CPVC,COUPLER - SOC,Astral,COUPLER - SOC,,,M512802307,,pcs,1233,1233,,,,true
Fittings,CPVC,COUPLER - SOC,Astral,COUPLER - SOC,,,M512802308,,pcs,1747,1747,,,,true
Fittings,CPVC,COUPLER - SOC,Astral,COUPLER - SOC,,,M512802309,,pcs,3153,3153,,,,true
Fittings,CPVC,COUPLER - SOC,Astral,COUPLER - SOC,,,M512802310,,pcs,6960,6960,,,,true
Fittings,CPVC,COUPLER - SOC,Astral,COUPLER - SOC,,,M512802311,,pcs,12813,12813,,,,true
Fittings,CPVC,ELBOW 45° - SOC,Astral,ELBOW 45° - SOC,,,M512800107,,pcs,1900,1900,,,,true
Fittings,CPVC,ELBOW 45° - SOC,Astral,ELBOW 45° - SOC,,,M512800108,,pcs,2823,2823,,,,true
Fittings,CPVC,ELBOW 45° - SOC,Astral,ELBOW 45° - SOC,,,M512800109,,pcs,4720,4720,,,,true
Fittings,CPVC,ELBOW 45° - SOC,Astral,ELBOW 45° - SOC,,,M512800110,,pcs,10513,10513,,,,true
Fittings,CPVC,ELBOW 45° - SOC,Astral,ELBOW 45° - SOC,,,M512800111,,pcs,20911,20911,,,,true
Fittings,CPVC,ELBOW 45° - SOC,Astral,ELBOW 45° - SOC,,,M512800112,,pcs,33100,33100,,,,true
Fittings,CPVC,TEE - SOC,Astral,TEE - SOC,,,M512801407,,pcs,4605,4605,,,,true
Fittings,CPVC,TEE - SOC,Astral,TEE - SOC,,,M512801408,,pcs,5396,5396,,,,true
Fittings,CPVC,TEE - SOC,Astral,TEE - SOC,,,M512801409,,pcs,11634,11634,,,,true
Fittings,CPVC,MALE ADAPTOR,Astral,MALE ADAPTOR,,,M512802407,,pcs,1531,1531,,,,true
Fittings,CPVC,MALE ADAPTOR,Astral,MALE ADAPTOR,,,M512802408,,pcs,1996,1996,,,,true
Fittings,CPVC,MALE ADAPTOR,Astral,MALE ADAPTOR,,,M512802409,,pcs,3323,3323,,,,true
Fittings,CPVC,CROSS-SOC,Astral,CROSS-SOC,,,M512802607,,pcs,1524,1524,,,,true
Fittings,CPVC,CROSS-SOC,Astral,CROSS-SOC,,,M512802608,,pcs,2309,2309,,,,true
Fittings,CPVC,CROSS-SOC,Astral,CROSS-SOC,,,M512802609,,pcs,3937,3937,,,,true
Fittings,CPVC,UNION - SOC,Astral,UNION - SOC,,,F512800907,,pcs,1979,1979,,,,true
Fittings,CPVC,UNION - SOC,Astral,UNION - SOC,,,F512800908,,pcs,3109,3109,,,,true
Fittings,CPVC,UNION - SOC,Astral,UNION - SOC,,,F512800909,,pcs,5647,5647,,,,true
Fittings,CPVC,NEW,Astral,NEW,,,M5128015407,,pcs,7247,7247,,,,true
Fittings,CPVC,NEW,Astral,NEW,,,M5128015408,,pcs,9283,9283,,,,true
Fittings,CPVC,NEW,Astral,NEW,,,M5128015409,,pcs,20778,20778,,,,true
Fittings,CPVC,SOC (EPDM),Astral,SOC (EPDM),,,M512803307,,pcs,1999,1999,,,,true
Fittings,CPVC,SOC (EPDM),Astral,SOC (EPDM),,,M512803308,,pcs,2284,2284,,,,true
Fittings,CPVC,SOC (EPDM),Astral,SOC (EPDM),,,M512803309,,pcs,3711,3711,,,,true
Fittings,CPVC,SOC (EPDM),Astral,SOC (EPDM),,,M512803310,,pcs,6137,6137,,,,true
Fittings,CPVC,FLANGE SPG,Astral,FLANGE SPG,,,M512804207,,pcs,1312,1312,,,,true
Fittings,CPVC,FLANGE SPG,Astral,FLANGE SPG,,,M512804208,,pcs,1319,1319,,,,true
Fittings,CPVC,FLANGE SPG,Astral,FLANGE SPG,,,M512804209,,pcs,2290,2290,,,,true
Fittings,CPVC,FLANGE SPG,Astral,FLANGE SPG,,,M512804210,,pcs,2816,2816,,,,true
Fittings,CPVC,FLANGE SPG,Astral,FLANGE SPG,,,M512804211,,pcs,4399,4399,,,,true
Fittings,CPVC,RING - SOC,Astral,RING - SOC,,,M512803407,,pcs,1830,1830,,,,true
Fittings,CPVC,RING - SOC,Astral,RING - SOC,,,M512803408,,pcs,2034,2034,,,,true
Fittings,CPVC,RING - SOC,Astral,RING - SOC,,,M512803409,,pcs,3484,3484,,,,true
Fittings,CPVC,RING - SOC,Astral,RING - SOC,,,M512803410,,pcs,5440,5440,,,,true
Fittings,CPVC,RING - SOC,Astral,RING - SOC,,,M512803411,,pcs,8438,8438,,,,true
Fittings,CPVC,FLANGE - SOC,Astral,FLANGE - SOC,,,M512803607,,pcs,516,516,,,,true
Fittings,CPVC,FLANGE - SOC,Astral,FLANGE - SOC,,,M512803608,,pcs,711,711,,,,true
Fittings,CPVC,FLANGE - SOC,Astral,FLANGE - SOC,,,M512803609,,pcs,1198,1198,,,,true
Fittings,CPVC,FLANGE - SOC,Astral,FLANGE - SOC,,,M512803610,,pcs,2630,2630,,,,true
Fittings,CPVC,FLANGE - SOC,Astral,FLANGE - SOC,,,M512803611,,pcs,3360,3360,,,,true
Pipes & Tubing,CPVC,Astral Product,Astral,Astral Product,,,M004901034,,pcs,655,655,,,,true
Pipes & Tubing,CPVC,Astral Product,Astral,Astral Product,,,M004901036,,pcs,1035,1035,,,,true
Pipes & Tubing,CPVC,PRIMER P 70,Astral,PRIMER P 70,,,M004901028,,pcs,1485,1485,,,,true
Pipes & Tubing,CPVC,PRIMER P 70,Astral,PRIMER P 70,,,M004901029,,pcs,2625,2625,,,,true
Pipes & Tubing,CPVC,CPVC 724,Astral,CPVC 724,,,M003302004,,pcs,20,20,,,,true
Pipes & Tubing,CPVC,CPVC 724,Astral,CPVC 724,,,M003302007,,pcs,30,30,,,,true
Pipes & Tubing,CPVC,CPVC 724,Astral,CPVC 724,,,M003302017,,pcs,35,35,,,,true
